timestamp,open,high,low,close,volume,oi
2025-08-18T15:25:00+05:30,97.4,97.46,97.4,97.4,1982,0
2025-08-18T15:20:00+05:30,97.36,97.46,97.31,97.4,29928,0
2025-08-18T15:15:00+05:30,97.38,97.4,97.3,97.4,845,0
2025-08-18T15:10:00+05:30,97.3,97.38,97.25,97.38,1941,0
2025-08-18T15:05:00+05:30,97.4,97.4,97.25,97.25,2255,0
2025-08-18T15:00:00+05:30,97.35,97.4,97.3,97.4,1303,0
2025-08-18T14:55:00+05:30,97.4,97.4,97.35,97.35,624,0
2025-08-18T14:50:00+05:30,97.36,97.42,97.36,97.4,242,0
2025-08-18T14:45:00+05:30,97.38,97.44,97.31,97.36,11391,0
2025-08-18T14:40:00+05:30,97.4,97.4,97.32,97.4,3180,0
2025-08-18T14:35:00+05:30,97.4,97.4,97.3,97.4,595,0
2025-08-18T14:30:00+05:30,97.4,97.4,97.35,97.4,1307,0
2025-08-18T14:25:00+05:30,97.35,97.43,97.35,97.4,676,0
2025-08-18T14:20:00+05:30,97.35,97.46,97.3,97.44,376062,0
2025-08-18T14:15:00+05:30,97.3,97.35,97.3,97.35,17276,0
2025-08-18T14:10:00+05:30,97.35,97.35,97.3,97.3,13389,0
2025-08-18T14:05:00+05:30,97.38,97.38,97.34,97.35,945,0
2025-08-18T14:00:00+05:30,97.38,97.38,97.36,97.38,2414,0
2025-08-18T13:55:00+05:30,97.36,97.38,97.36,97.38,3935,0
2025-08-18T13:50:00+05:30,97.36,97.36,97.36,97.36,1796,0
2025-08-18T13:45:00+05:30,97.4,97.4,97.35,97.36,922,0
2025-08-18T13:40:00+05:30,97.4,97.45,97.38,97.4,441,0
2025-08-18T13:35:00+05:30,97.4,97.4,97.4,97.4,246,0
2025-08-18T13:30:00+05:30,97.45,97.45,97.39,97.4,2330,0
2025-08-18T13:25:00+05:30,97.43,97.47,97.4,97.45,3002,0
2025-08-18T13:20:00+05:30,97.44,97.48,97.4,97.47,1498,0
2025-08-18T13:15:00+05:30,97.4,97.49,97.4,97.48,645,0
2025-08-18T13:10:00+05:30,97.4,97.46,97.4,97.46,453,0
2025-08-18T13:05:00+05:30,97.41,97.49,97.4,97.44,6603,0
2025-08-18T13:00:00+05:30,97.51,97.51,97.41,97.41,2763,0
2025-08-18T12:55:00+05:30,97.53,97.53,97.43,97.51,1061,0
