timestamp,open,high,low,close,volume,oi
2026-02-10T15:25:00+05:30,137.65,137.65,134.2,135.89,33544,0
2026-02-10T15:20:00+05:30,137.96,138.48,137.6,137.6,13506,0
2026-02-10T15:15:00+05:30,137.99,138.34,137.63,137.99,13557,0
2026-02-10T15:10:00+05:30,137.76,138.0,137.6,138.0,11419,0
2026-02-10T15:05:00+05:30,137.92,137.97,137.7,137.95,3091,0
2026-02-10T15:00:00+05:30,138.05,138.39,137.81,137.95,8334,0
2026-02-10T14:55:00+05:30,138.4,138.4,138.05,138.27,511,0
2026-02-10T14:50:00+05:30,138.28,138.76,138.13,138.5,4774,0
2026-02-10T14:45:00+05:30,138.05,138.32,138.05,138.12,1109,0
2026-02-10T14:40:00+05:30,138.18,138.42,138.05,138.05,3435,0
2026-02-10T14:35:00+05:30,138.34,138.34,137.92,138.18,5466,0
2026-02-10T14:30:00+05:30,138.32,138.37,138.1,138.34,1279,0
2026-02-10T14:25:00+05:30,138.42,138.44,138.1,138.31,2629,0
2026-02-10T14:20:00+05:30,138.51,138.51,138.2,138.42,1204,0
2026-02-10T14:15:00+05:30,138.01,138.83,138.01,138.51,6778,0
2026-02-10T14:10:00+05:30,138.19,138.19,137.75,138.0,1700,0
2026-02-10T14:05:00+05:30,137.76,138.14,137.75,137.82,3282,0
2026-02-10T14:00:00+05:30,138.6,138.6,137.75,137.75,14409,0
2026-02-10T13:55:00+05:30,138.9,138.9,138.6,138.6,2614,0
2026-02-10T13:50:00+05:30,139.03,139.03,138.59,138.92,3885,0
2026-02-10T13:45:00+05:30,139.0,139.2,139.0,139.03,1425,0
2026-02-10T13:40:00+05:30,138.9,139.0,138.66,138.96,5546,0
2026-02-10T13:35:00+05:30,138.88,139.0,138.88,138.9,2407,0
2026-02-10T13:30:00+05:30,139.25,139.33,138.81,138.88,15551,0
2026-02-10T13:25:00+05:30,139.36,139.5,139.0,139.25,8028,0
2026-02-10T13:20:00+05:30,139.5,139.56,139.22,139.33,3371,0
2026-02-10T13:15:00+05:30,139.58,139.88,139.27,139.5,14968,0
2026-02-10T13:10:00+05:30,140.2,140.2,139.23,139.56,13262,0
2026-02-10T13:05:00+05:30,140.31,140.44,140.01,140.27,8344,0
2026-02-10T13:00:00+05:30,140.79,140.79,140.33,140.33,101,0
2026-02-10T12:55:00+05:30,140.91,140.91,140.54,140.79,182,0
2026-02-10T12:50:00+05:30,140.65,140.99,140.65,140.87,2493,0
2026-02-10T12:45:00+05:30,141.01,141.01,140.4,140.82,5016,0
2026-02-10T12:40:00+05:30,140.83,141.01,140.22,141.01,8669,0
2026-02-10T12:35:00+05:30,141.3,141.3,140.54,140.83,7455,0
2026-02-10T12:30:00+05:30,141.5,141.5,141.3,141.3,400,0
2026-02-10T12:25:00+05:30,141.39,141.5,141.39,141.5,618,0
2026-02-10T12:20:00+05:30,141.41,141.5,141.39,141.39,1810,0
2026-02-10T12:15:00+05:30,141.5,141.5,141.41,141.48,480,0
2026-02-10T12:10:00+05:30,141.31,141.5,141.3,141.5,1133,0
2026-02-10T12:05:00+05:30,141.49,141.49,141.34,141.34,1161,0
2026-02-10T12:00:00+05:30,141.33,141.86,141.33,141.49,3781,0
2026-02-10T11:55:00+05:30,141.16,141.68,141.11,141.18,1530,0
2026-02-10T11:50:00+05:30,141.36,141.4,141.1,141.15,1358,0
2026-02-10T11:45:00+05:30,141.27,141.43,141.21,141.36,1531,0
2026-02-10T11:40:00+05:30,141.33,141.35,141.0,141.35,3026,0
2026-02-10T11:35:00+05:30,141.71,141.88,141.0,141.13,14705,0
2026-02-10T11:30:00+05:30,141.49,141.73,141.49,141.72,1560,0
2026-02-10T11:25:00+05:30,141.13,141.49,141.13,141.49,3003,0
2026-02-10T11:20:00+05:30,141.8,141.8,141.22,141.36,3513,0
2026-02-10T11:15:00+05:30,141.61,141.86,141.5,141.8,3801,0
2026-02-10T11:10:00+05:30,141.84,142.01,141.59,141.61,1628,0
2026-02-10T11:05:00+05:30,141.85,142.02,141.5,142.02,3886,0
2026-02-10T11:00:00+05:30,141.92,141.92,141.57,141.63,1886,0
2026-02-10T10:55:00+05:30,141.47,142.11,141.47,142.0,3925,0
2026-02-10T10:50:00+05:30,141.83,142.01,141.47,141.47,1188,0
2026-02-10T10:45:00+05:30,141.66,142.09,141.41,141.83,12437,0
2026-02-10T10:40:00+05:30,141.37,141.87,141.37,141.66,6182,0
2026-02-10T10:35:00+05:30,141.9,141.9,141.13,141.13,5368,0
2026-02-10T10:30:00+05:30,141.9,142.01,141.76,141.9,2238,0
2026-02-10T10:25:00+05:30,141.61,142.38,141.56,141.9,11868,0
2026-02-10T10:20:00+05:30,142.05,142.61,141.55,141.55,9872,0
2026-02-10T10:15:00+05:30,142.54,142.54,141.1,142.1,18655,0
2026-02-10T10:10:00+05:30,142.44,143.0,142.0,142.61,34482,0
2026-02-10T10:05:00+05:30,141.75,142.78,141.31,142.44,24887,0
2026-02-10T10:00:00+05:30,140.89,142.4,140.31,141.75,50728,0
2026-02-10T09:55:00+05:30,140.05,140.89,140.0,140.89,4892,0
2026-02-10T09:50:00+05:30,139.51,140.42,139.47,140.05,12187,0
2026-02-10T09:45:00+05:30,139.17,139.84,139.17,139.72,13748,0
2026-02-10T09:40:00+05:30,139.52,139.52,138.5,139.08,23152,0
2026-02-10T09:35:00+05:30,140.95,141.25,139.54,139.54,28075,0
2026-02-10T09:30:00+05:30,139.51,140.94,138.81,140.94,37888,0
2026-02-10T09:25:00+05:30,141.3,141.3,139.71,139.71,21357,0
2026-02-10T09:20:00+05:30,139.66,141.34,139.21,141.3,33172,0
2026-02-10T09:15:00+05:30,141.0,141.3,139.0,139.84,100634,0
2026-02-09T15:25:00+05:30,139.38,139.75,138.0,139.74,28922,0
2026-02-09T15:20:00+05:30,139.1,139.9,139.08,139.22,58909,0
2026-02-09T15:15:00+05:30,138.3,139.1,138.0,139.01,56783,0
2026-02-09T15:10:00+05:30,138.05,138.57,137.95,138.39,17575,0
2026-02-09T15:05:00+05:30,137.87,138.7,137.79,138.16,24527,0
2026-02-09T15:00:00+05:30,137.7,138.27,137.48,137.87,19779,0
2026-02-09T14:55:00+05:30,137.1,137.69,137.1,137.66,3296,0
2026-02-09T14:50:00+05:30,137.65,138.0,136.7,137.1,31971,0
2026-02-09T14:45:00+05:30,137.83,138.0,137.62,137.72,6086,0
2026-02-09T14:40:00+05:30,137.89,138.0,137.55,137.8,14458,0
2026-02-09T14:35:00+05:30,138.09,138.1,137.71,137.71,5408,0
2026-02-09T14:30:00+05:30,137.55,138.2,137.54,138.01,7584,0
2026-02-09T14:25:00+05:30,138.15,138.15,137.55,137.55,2255,0
2026-02-09T14:20:00+05:30,137.5,138.25,137.5,138.0,20212,0
2026-02-09T14:15:00+05:30,137.17,137.5,137.14,137.5,1977,0
2026-02-09T14:10:00+05:30,137.17,137.39,137.14,137.2,2516,0
